c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_market_name;c_name_color;c_price_updated;c_pop
771156328;773386659;42999;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464308234;868
771156328;1172812028;41999;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464308235;973
771156328;1184704934;34900;1;1;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464353693;1109
771156328;1356474178;60000;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464312582;584
771156328;1516196788;42900;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464347975;967
771156328;1593502324;55000;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464338328;728
771156328;1690762281;39700;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464340885;1045
771156328;1704661774;55500;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464355788;703
771156328;1725741778;41900;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464348461;990
771156328;1738585706;45000;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464354513;860
771156328;1741824306;39900;1;0;Immortal;Genuine;2;"Genuine Molten Claw";4D7455;1464348841;1000
771156330;230145964;19000;2;31;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464307488;926
771156330;253033115;33100;2;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464315870;568
771156330;253033243;6493507;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464310512;3
771156330;253033478;88550;1;1;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464343733;198
771156330;253178527;21000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464343870;883
771156330;292286579;65000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464311206;271
771156330;377620374;30000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464325031;560
771156330;566611851;16000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464340122;1000
771156330;705524509;19900;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464346101;748
771156330;836431213;201499;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464324826;83
771156330;840100087;201499;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464324993;83
771156330;963477865;200000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464348520;89
771156330;1053385009;18742;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464327726;952
771156330;1134825724;30000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464335286;585
771156330;1645977098;19900;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464348369;939
771156330;1661267053;20000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464344156;927
771156330;1661267055;22000;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464343554;799
771156330;1703989297;97750;1;0;Immortal;Genuine;44;"Genuine Hell's Usher";4D7455;1464320006;192
771156332;0;19800;26;104;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464312519;1043
771156332;230157440;20399;5;19;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464307207;1112
771156332;253035190;55000;1;1;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464308852;373
771156332;253037253;20000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464333008;1175
771156332;258833203;19900;1;2;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464353839;1202
771156332;645769337;19994;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464326806;1000
771156332;756369024;33000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464343495;784
771156332;835961682;19900;1;1;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464313374;1038
771156332;892286191;19900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464341309;1000
771156332;1353008514;20700;1;2;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464353779;1029
771156332;1527761239;19900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464328773;1000
771156332;1615886629;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464340125;994
771156332;1642765192;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464340125;994
771156332;1676280505;121125;1;1;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464307988;183
771156332;1693408420;23000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464350844;1082
771156332;1702856247;19900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464318100;1153
771156332;1707202305;19981;1;1;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464316804;1149
771156332;1718001976;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464339952;1000
771156332;1718001977;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464339948;1000
771156332;1718001979;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464340061;1072
771156332;1718001984;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464339952;1002
771156332;1718001985;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464340062;1072
771156332;1718001986;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464339949;1000
771156332;1723157266;26400;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464305221;1000
771156332;1741852136;19900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God";4D7455;1464318097;1153
771156336;0;21626;20;128;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464351475;1098
771156336;230157440;21900;15;11;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464311125;987
771156336;253076023;35900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464348176;628
771156336;253497468;34955;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464343466;1000
771156336;754646511;35500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464335866;738
771156336;754646839;31939;4;10;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464328857;792
771156336;831366586;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464339953;1033
771156336;846979103;25000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464315953;975
771156336;948124798;29500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464322360;763
771156336;1002535301;23500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464310685;920
771156336;1467289321;50000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464354420;526
771156336;1562630025;31300;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464340881;998
771156336;1635807218;23500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464309111;920
771156336;1661879648;29900;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464348147;916
771156336;1693408419;22000;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464345040;922
771156336;1718001978;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464339949;1103
771156336;1718001981;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464340061;1033
771156336;1718001983;24500;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464340037;1103
771156336;1731108536;22100;1;0;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464354074;1189
771156336;1734386581;22100;1;1;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464353573;1189
771156336;1736496195;21900;1;2;Immortal;Genuine;106;"Genuine Rapier of the Burning God Offhand";4D7455;1464348582;1170
771156340;230145964;39000;3;10;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464322510;1009
771156340;230179015;49900;1;1;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464315930;783
771156340;253032665;43600;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464355274;896
771156340;253032668;40500;1;3;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464322937;972
771156340;253033213;37800;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464346104;1003
771156340;253037216;49900;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464348101;797
771156340;253067689;42000;1;1;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464350629;933
771156340;253114445;35000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464347341;1000
771156340;718964403;60000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464321816;714
771156340;837952721;201499;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464324994;194
771156340;840100110;201499;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464324835;194
771156340;1095225297;49900;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464348105;818
771156340;1177817998;130000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464348508;299
771156340;1478841763;100000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464354412;390
771156340;1482219096;90000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464340821;421
771156340;1524991736;100000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464340812;365
771156340;1586699620;100000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464340811;365
771156340;1604103282;120000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464341190;311
771156340;1634578661;120000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464341031;316
771156340;1681834637;38000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464350599;1031
771156340;1727990608;37000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464351438;1055
771156340;1727990612;37000;1;0;Immortal;Genuine;8;"Genuine Serrakura";4D7455;1464351438;1055
771156342;253033500;11100;2;0;Rare;Inscribed;104;"Inscribed Errant Soldier";CF6A32;1464343893;757
771156342;253169520;25000;1;0;Rare;Inscribed;104;"Inscribed Errant Soldier";CF6A32;1464343054;194
771156342;332678663;13000;1;1;Rare;Inscribed;104;"Inscribed Errant Soldier";CF6A32;1464325083;405
771156342;338042354;13000;2;3;Rare;Inscribed;104;"Inscribed Errant Soldier";CF6A32;1464336797;888
771156347;230168593;19990;1;0;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464336052;239
771156347;230169722;5995;3;1;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464355483;658
771156347;230172034;20000;1;0;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464350829;190
771156347;253032571;6300;1;0;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464312506;636
771156347;253079879;6433;1;0;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464349913;590
771156347;253104266;4500;1;1;Mythical;Inscribed;40;"Inscribed Acid Hydra";CF6A32;1464336908;1136
771156353;230154476;7490;1;1;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464331525;622
771156353;230157135;7700;1;2;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464339387;545
771156353;230158568;8180;2;1;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464345511;593
771156353;230169722;7888;1;0;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464339342;613
771156353;230172034;8890;2;0;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464334869;244
771156353;230187101;7000;1;0;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464329496;728
771156353;253079879;6499;3;0;Rare;Inscribed;103;"Inscribed Steam Chopper";CF6A32;1464331496;746
771156364;57949762;20500;8;22;Immortal;Genuine;29;"Genuine Claddish Cudgel";4D7455;1464336779;1309
771156364;1633779513;22900;1;1;Immortal;Genuine;29;"Genuine Claddish Cudgel";4D7455;1464353554;1257
771156364;1636475656;22800;1;0;Immortal;Genuine;29;"Genuine Claddish Cudgel";4D7455;1464332585;1204
771156367;253032753;100000;1;0;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464339991;795
771156367;253033025;109900;1;0;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464335999;724
771156367;253033086;74300;2;0;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464346393;1022
771156367;253033115;86000;1;1;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464352092;917
771156367;253033243;76500;1;1;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464346103;1001
771156367;253033500;72000;1;1;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464345618;1116
771156367;253169520;70000;2;0;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464355196;1127
771156367;754638196;97880;3;1;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464312239;805
771156367;754638743;74200;5;2;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464350545;1063
771156367;856935215;150000;1;0;Immortal;Genuine;106;"Genuine Rapiers of the Burning God";4D7455;1464324813;520
771156380;57949762;110000;17;43;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464311757;1318
771156380;230145964;119900;3;3;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464339865;1151
771156380;230158355;124000;2;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464351404;1131
771156380;230179015;119890;1;2;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464355285;1189
771156380;428151399;129900;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464347987;1085
771156380;560542404;150000;1;4;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464354033;967
771156380;1403525902;190000;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464317166;763
771156380;1647360393;149999;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464328052;967
771156380;1687111563;159900;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464331010;869
771156380;1715973123;160000;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464335835;811
771156380;1736154751;200000;1;0;Immortal;Genuine;93;"Genuine The Golden Barb of Skadi";4D7455;1464353098;725
771156383;93973071;1189;4;2;Rare;Standard;1000;"Krane the Enlightened Upgrade";D2D2D2;1464309828;1710
771156399;93973071;67000;3;0;Mythical;Genuine;1000;"Genuine Sapphire Cask";4D7455;1464350630;772
771156408;230154476;3800;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329603;545
771156408;230157135;19000;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464314465;142
771156408;230158568;6500;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329619;445
771156408;230159664;3500;4;1;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464318803;748
771156408;230164855;4500;3;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329574;680
771156408;230168593;6900;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329517;413
771156408;230169722;3590;3;1;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329616;852
771156408;230172034;5500;1;1;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329619;702
771156408;230172263;4500;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464307474;598
771156408;230179675;4300;2;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329604;683
771156408;230182141;3700;2;1;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329519;699
771156408;253033243;7500;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464329608;380
771156408;253079879;6000;2;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464315277;437
771156408;253104266;3700;1;0;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464312849;727
771156408;330600564;3600;5;2;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464307385;747
771156408;331670137;3500;11;4;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464350862;857
771156408;332044423;3500;6;3;Mythical;Inscribed;96;"Inscribed Unbroken Stallion";CF6A32;1464308603;768
771156424;253033243;18100;1;0;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464312765;180
771156424;253033266;11000;4;1;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464307831;301
771156424;253035632;119900;1;2;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464338703;73
771156424;253035788;25875;1;2;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464346436;173
771156424;253041946;13000;2;2;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464317349;256
771156424;253169522;11400;1;1;Rare;Inscribed;6;"Inscribed Guise of the Winged Bolt";CF6A32;1464353890;309
771156427;253032668;8000;1;0;Rare;Inscribed;48;"Inscribed Azure Constellation";CF6A32;1464332221;248
771156427;626644121;5800;2;1;Rare;Inscribed;48;"Inscribed Azure Constellation";CF6A32;1464336164;357
771156427;673155942;7798;3;0;Rare;Inscribed;48;"Inscribed Azure Constellation";CF6A32;1464322687;259
771156427;1728356023;14900;1;0;Rare;Inscribed;48;"Inscribed Azure Constellation";CF6A32;1464310001;99
771156434;0;179;15;15;Rare;Standard;102;"Drowned Horseman's Axe and Buckler";D2D2D2;1464352889;1263
771156434;230157440;349;1;0;Rare;Standard;102;"Drowned Horseman's Axe and Buckler";D2D2D2;1464312602;367
771156435;0;99;9;2;Common;Standard;102;"Drowned Horseman's Cape
";D2D2D2;1464352678;1515
771156436;267009348;999;1;0;Uncommon;Inscribed;102;"Inscribed Drowned Horseman's Helm
";CF6A32;1464347227;148
771156437;0;163;9;14;Rare;Standard;102;"Drowned Horseman's Mount
";D2D2D2;1464342768;1399
771156438;0;120;7;5;Uncommon;Standard;102;"Drowned Horseman's Pauldrons
";D2D2D2;1464308114;925
771156488;0;3698;25;60;Mythical;Standard;67;"Conservator's Headguard";D2D2D2;1464313297;1367
771156488;1586149717;10800;1;0;Mythical;Standard;67;"Conservator's Headguard";D2D2D2;1464340912;516
771156488;1743898702;7199;1;0;Mythical;Standard;67;"Conservator's Headguard";D2D2D2;1464327669;1000
771156489;0;2148;5;23;Uncommon;Standard;67;"Conservator's Armor
";D2D2D2;1464341659;562
771156496;0;2000;19;52;Uncommon;Standard;67;"Conservator's Shoulderguard";D2D2D2;1464345566;1764
771156496;253032933;2231;1;1;Uncommon;Standard;67;"Conservator's Shoulderguard";D2D2D2;1464313981;1411
771156497;1678923588;4680;1;0;Rare;Inscribed;67;"Inscribed Conservator's Vanguard";CF6A32;1464341257;318
771156497;1691452667;700;1;0;Rare;Inscribed;67;"Inscribed Conservator's Vanguard";CF6A32;1464355529;2597
771156497;1713335070;4690;1;0;Rare;Inscribed;67;"Inscribed Conservator's Vanguard";CF6A32;1464341266;317
771156498;0;1180;14;34;Rare;Standard;67;"Conservator's Blade";D2D2D2;1464336529;643
771156498;1654102876;500;1;0;Rare;Standard;67;"Conservator's Blade";D2D2D2;1464355524;2358
771156500;230158568;8900;1;0;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464329533;289
771156500;253079879;13700;1;0;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464333349;213
771156500;253104266;12000;2;0;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464320927;256
771156500;627246702;5300;1;2;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464336139;604
771156500;627280352;4500;1;4;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464340761;647
771156500;627388707;9000;1;0;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464335506;306
771156500;627398380;13000;1;0;Mythical;Inscribed;51;"Inscribed Warcog";CF6A32;1464329544;219
771156502;253032902;8100;1;2;Rare;Inscribed;50;"Inscribed Rite of the Acolyte Priest";CF6A32;1464339385;539
771156502;253032993;5500;1;0;Rare;Inscribed;50;"Inscribed Rite of the Acolyte Priest";CF6A32;1464326799;733
771156502;253033243;4500;1;1;Rare;Inscribed;50;"Inscribed Rite of the Acolyte Priest";CF6A32;1464323972;970
771156504;253032668;7900;1;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464314768;282
771156504;253033243;7900;2;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464341553;370
771156504;253033329;6500;2;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464313334;343
771156504;253033500;5056;1;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464320691;441
771156504;524843000;6500;3;1;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464319797;343
771156504;524845669;4400;2;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464314410;507
771156504;524847925;7900;3;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464314257;282
771156504;1338868372;6500;1;0;Rare;Inscribed;27;"Inscribed Favors of the Shamanic Light
";CF6A32;1464349817;329
771156583;0;219;3;2;Common;Standard;27;"Armbands of Shamanic Light
";D2D2D2;1464306010;571
771156584;253043124;999;1;0;Rare;Inscribed;27;"Inscribed Skirt of Shamanic Light";CF6A32;1464347216;261
771156584;253098606;999;1;0;Rare;Inscribed;27;"Inscribed Skirt of Shamanic Light";CF6A32;1464347478;261
771156584;334728520;1999;1;0;Rare;Inscribed;27;"Inscribed Skirt of Shamanic Light";CF6A32;1464326864;75
771156587;253032668;7900;1;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464310683;272
771156587;253032902;20000;1;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464350831;96
771156587;253033025;7500;1;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464320700;287
771156587;253033086;12390;1;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464328308;284
771156587;253033500;7900;2;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464315229;245
771156587;253169520;7900;3;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464313337;272
771156587;524843000;7000;3;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464314336;307
771156587;524845669;4400;2;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464311625;488
771156587;524847925;7900;1;0;Rare;Inscribed;27;"Inscribed The True Crow";CF6A32;1464317205;272
771156591;0;245;2;7;Rare;Standard;50;"Acolyte Priest's Fur
";D2D2D2;1464327589;1371
771156592;0;144;4;18;Common;Standard;50;"Acolyte Priest's Guard";D2D2D2;1464308588;944
771156594;0;220;6;7;Uncommon;Standard;50;"Acolyte Priest's Robes
";D2D2D2;1464308654;1491
771156595;0;170;15;10;Rare;Standard;50;"The Acolyte Priest's Bonesaw";D2D2D2;1464350692;1847
771156599;253032668;15000;1;0;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464343558;360
771156599;253032753;6000;1;0;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464342182;1542
771156599;253032902;17000;1;0;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464343890;192
771156599;253033243;9900;1;1;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464348996;329
771156599;253033329;8000;1;0;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464344511;459
771156599;253033500;8000;1;0;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464349626;1222
771156599;395586230;25000;2;4;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464350827;160
771156599;395589328;8000;2;1;Rare;Inscribed;35;"Inscribed Keen Machine";CF6A32;1464342253;512
771156610;253035459;15500;1;0;Mythical;Inscribed;67;"Inscribed Conservator's Headguard";CF6A32;1464335723;354
771156610;1610345422;14000;1;0;Mythical;Inscribed;67;"Inscribed Conservator's Headguard";CF6A32;1464354417;376
771156611;0;859;16;53;Rare;Standard;67;"Conservator's Vanguard";D2D2D2;1464341565;1570
771156611;1704766472;1718;1;0;Rare;Standard;67;"Conservator's Vanguard";D2D2D2;1464327397;686
771156717;57943528;50000;2;0;Rare;Genuine;28;"Genuine Deep Crystal Halberd";4D7455;1464313563;935
771156719;253032753;7900;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464315309;379
771156719;253032993;7900;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464315297;379
771156719;253033329;7898;2;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464352759;326
771156719;253033500;7500;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464355179;338
771156719;253034066;6500;3;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464314537;460
771156719;253169520;7900;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464315235;379
771156719;253338321;11000;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464352131;281
771156719;253917751;7900;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464308550;379
771156719;253989882;7000;1;0;Rare;Inscribed;102;"Inscribed Drowned Horseman
";CF6A32;1464320697;324
771156753;0;164;7;11;Uncommon;Standard;50;"Acolyte Priest's Headdress";D2D2D2;1464322446;738
771156754;253039038;5000;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Shoulderguard";CF6A32;1464317706;621
771156754;253048351;10500;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Shoulderguard";CF6A32;1464335858;317
771156754;253053711;4990;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Shoulderguard";CF6A32;1464341256;645
771156754;257541350;6200;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Shoulderguard";CF6A32;1464304929;867
771157107;0;4323;8;7;Rare;Standard;39;"Armor of the Arch Temptress
";D2D2D2;1464326277;1593
771157108;0;1827;5;6;Uncommon;Standard;39;"Dagger of the Arch Temptress";D2D2D2;1464321115;862
771157109;0;3081;7;10;Rare;Standard;39;"Horns of the Arch Temptress
";D2D2D2;1464321913;1314
771157110;0;2899;10;3;Mythical;Standard;39;"Wingers of the Arch Temptress";D2D2D2;1464305584;1285
771157112;1678923587;2890;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Armor
";CF6A32;1464341272;463
771157112;1682882477;2900;1;0;Uncommon;Inscribed;67;"Inscribed Conservator's Armor
";CF6A32;1464354545;542
